Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre_new;Gross_sales/ Bruttoumsatz;Publisher_Revenue;Publisher;Verfilmt
1999;Gardens of the Moon;Steven Erikson;eng;Intermediate;3,85;57.993;Epic Fantasy;430,92 Ä;0,00 Ä;Penguin;Nein
2006;A Bruxa de Portobello;Paulo Coelho;eng;Intermediate;3,51;51.461;Fiction;1.327,32 Ä;796.392,00 Ä;Amazon Digital Services,  Inc,;Nein
1978;A Swiftly Tilting Planet;Madeleine L'Engle;eng;Excellent;4,13;75.851;Fantasy;322,92 Ä;0,00 Ä;Harper;Nein
2003;Gregor the Overlander;Suzanne Collins;eng;Intermediate;3,99;66.823;Middle Grade Fantasy;322,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;Sing You Home;Jodi Picoult;en-US;Intermediate;3,76;62.494;Contemporary Romance;516,24 Ä;309.744,00 Ä;Amazon Digital Services,  Inc,;Nein
1992;The Tale of the Body Thief;Anne Rice;en-US;Intermediate;3,7;67.267;Gothic Fiction;214,92 Ä;128.952,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;The Camel Club;David Baldacci;eng;Excellent;4,02;58.973;Thriller;139,32 Ä;83.592,00 Ä;Harper;Nein
2006;Saving The World and Other Extreme Sports;James Patterson;en-US;Excellent;4,16;75.436;Young Adult;748,44 Ä;449.064,00 Ä;Amazon Digital Services,  Inc,;Nein
1996;Blood of the Fold;Terry Goodkind;en-US;Intermediate;3,98;60.624;Epic Fantasy;106,92 Ä;64.152,00 Ä;Hachette;Nein
2006;The Boleyn Inheritance;Philippa Gregory;eng;Intermediate;3,84;62.135;Historical Fiction;646,92 Ä;388.152,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;A Spool of Blue Thread;Anne Tyler;eng;Novice;3,4;42.339;Literary Fiction;1.186,92 Ä;712.152,00 Ä;Hachette;Nein
2016;The Underground Railroad;Colson Whitehead;eng;Excellent;4,04;72.052;Historical Fiction;538,92 Ä;0,00 Ä;Penguin;Ja
2007;Masquerade;Melissa de la Cruz;en-US;Intermediate;3,91;76.598;Young Adult Fantasy;106,92 Ä;64.152,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;The Iron Queen;Julie Kagawa;eng;Excellent;4,24;82.373;Young Adult Fantasy;430,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Losing It;Cora Carmack;eng;Intermediate;3,77;84.438;Contemporary Romance;538,92 Ä;323.352,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Racketeer;John Grisham;en;Intermediate;3,79;48.286;Legal Thriller;322,92 Ä;193.752,00 Ä;Harper;Nein
1999;Disgrace;J,M, Coetzee;eng;Intermediate;3,83;50.422;Literary Fiction;1.078,92 Ä;647.352,00 Ä;Amazon Digital Services,  Inc,;Ja
1928;The House at Pooh Corner;A,A, Milne, Ernest H, Shepard;en-US;Excellent;4,36;69.102;Childrenís Fiction;214,92 Ä;0,00 Ä;Random;Ja
2010;The Black Prism;Brent Weeks;en-US;Excellent;4,24;58.906;Fantasy;430,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;The Mermaid Chair;Sue Monk Kidd;eng;Novice;3,1;62.760;Literary Fiction;322,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1970;Frog and Toad Are Friends;Arnold Lobel;eng;Excellent;4,18;70.119;Childrenís Fiction;322,92 Ä;193.752,00 Ä;Amazon Digital Services,  Inc,;Ja
2002;The Carnivorous Carnival;Lemony Snicket, Brett Helquist;en-US;Intermediate;3,97;83.981;Childrenís Fiction;105,93 Ä;0,00 Ä;Harper;Nein
2010;Heist Society;Ally Carter;en-US;Intermediate;3,91;75.834;Young Adult Thriller;854,93 Ä;512.958,00 Ä;Amazon Digital Services,  Inc,;Nein
2016;Behind Closed Doors;B,A, Paris;eng;Intermediate;3,93;57.865;Psychological Thriller;919,13 Ä;551.478,00 Ä;Random;Nein
1974;The Killer Angels;Michael Shaara;en-US;Excellent;4,3;58.372;Historical Fiction;105,93 Ä;63.558,00 Ä;Penguin;Ja
1995;Circus of the Damned (Anita Blake, Vampire Hunter, #3);Laurell K, Hamilton;en-US;Excellent;4,16;73.883;Urban Fantasy;426,93 Ä;256.158,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;Ptolemy's Gate;Jonathan Stroud;eng;Excellent;4,24;63.838;Science Fiction;1.272,23 Ä;763.338,00 Ä;Penguin;Nein
1896;The Island of Dr, Moreau;H,G, Wells;eng;Intermediate;3,72;60.346;Science Fiction;640,93 Ä;0,00 Ä;Harper;Ja
2012;Opal;Jennifer L, Armentrout;en;Excellent;4,34;92.014;Memoir;105,93 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Zeitoun;Dave Eggers;en;Excellent;4,08;55.398;Middle Grade Fiction;408,74 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Out of My Mind;Sharon M, Draper;en-US;Excellent;4,37;63.756;Paranormal Romance;319,93 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Rapture;Lauren Kate;eng;Excellent;4,03;79.360;Paranormal Romance;1.282,93 Ä;769.758,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Switched;Amanda Hocking;eng;Intermediate;3,89;45.319;Young Adult Fantasy;640,93 Ä;384.558,00 Ä;Random;Nein
1957;Doctor Zhivago;Boris Pasternak, Max Hayward, Manya Harari, John Bayley;eng;Excellent;4,03;100.906;classic fiction;854,93 Ä;512.958,00 Ä;Macmillan;Ja
2015;Ugle Love;Colleen Hoover;en-GB;Excellent;4,25;2.201.359;romance;1.175,93 Ä;705.558,00 Ä;Harper;Ja
2012;Pines;Blake Crouch;en;Intermediate;3,88;34.789;Science Fiction / Thriller;105,93 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1994;Disclosure;Michael Crichton;en;Intermediate;3,76;57.818;Thriller / Science Fiction;854,93 Ä;512.958,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Death Comes to Pemberley;P,D, James;eng;Novice;3,21;65.906;Historical Mystery;426,93 Ä;256.158,00 Ä;Random;Ja
1911;Ethan Frome;Edith Wharton;eng;Novice;3,35;72.421;Classic Literature;405,53 Ä;243.318,00 Ä;Amazon Digital Services,  Inc,;Ja
1992;A Map of the World;Jane Hamilton, Frank  Muller, C,J, Critt;en-GB;Intermediate;3,78;61.347;Literary Fiction;324,21 Ä;194.526,00 Ä;Harper;Nein
2016;It Ends with Us;Colleen Hoover;eng;Famous;4,44;80.433;Romance / Contemporary;747,93 Ä;448.758,00 Ä;Amazon Digital Services,  Inc,;Ja
1905;The Gift of the Magi;O, Henry, Lisbeth Zwerger;eng;Excellent;4,07;66.537;Short Story / Classic;951,23 Ä;570.738,00 Ä;Penguin;Ja
1968;The Electric Kool-Aid Acid Test;Tom Wolfe;en-US;Intermediate;3,92;54.848;Nonfiction / Memoir;319,93 Ä;0,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1959;The Naked Lunch;William S, Burroughs, James Grauerholz, Barry  Miles;en-US;Novice;3,46;55.473;Experimental Fiction;529,65 Ä;317,79 Ä;Amazon Digital Services,  Inc,;Ja
1991;The Sandman: Dream Country;Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson;eng;Excellent;4,28;67.753;Graphic Novel / Fantasy;426,93 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2001;A Painted House;John Grisham;eng;Intermediate;3,67;59.974;Literary Fiction;105,93 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1969;The Left Hand of Darkness;Ursula K, Le Guin, Lech J√Ñ‚Ñ¢czmyk;eng;Excellent;4,05;61.888;Science Fiction / Fantasy;822,83 Ä;493.698,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Let It Snow: Three Holiday Romances;John Green, Maureen Johnson, Lauren Myracle;eng;Intermediate;3,84;57.632;Holiday / Romance;1.149,18 Ä;689.508,00 Ä;Random;Ja
2010;Full Dark, No Stars;Stephen King;en-US;Excellent;4,03;60.672;Horror / Short Stories;640,93 Ä;384.558,00 Ä;Penguin;Nein
2014;Being Mortal: Medicine and What Matters in the End;Atul Gawande;eng;Famous;4,4;56.510;Nonfiction / Medicine;319,93 Ä;0,00 Ä;Random;Nein
1987;Intensity;Dean Koontz;eng;Excellent;4,04;58.062;Thriller / Suspense;104,94 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Chelsea Chelsea Bang Bang;Chelsea Handler;en-US;Intermediate;3,81;55.355;Humor / Memoir;477,00 Ä;286,20 Ä;Amazon Digital Services,  Inc,;Nein
1879;Et dukkehjem;Henrik Ibsen, Michael   Meyer;eng;Intermediate;3,69;69.450;Drama ;1.588,94 Ä;953.364,00 Ä;Amazon Digital Services,  Inc,;Ja
1959;Hawaii;James A, Michener;en-GB;Excellent;4,18;59.963;Historical Fiction;212,00 Ä;0,00 Ä;Hachette;Ja
1961;Revolutionary Road;Richard Yates;eng;Intermediate;3,89;56.550;Literary Fiction;735,64 Ä;441.384,00 Ä;Amazon Digital Services,  Inc,;Ja
2006;Nick & Norah's Infinite Playlist;Rachel Cohn, David Levithan;en-US;Intermediate;3,73;60.372;Young Adult / Romance;846,94 Ä;508.164,00 Ä;Penguin;Ja
1966;Rosencrantz and Guildenstern are Dead;Tom Stoppard, Henry Popkin;eng;Excellent;4,06;67.077;Drama / Absurdist Comedy;1.334,54 Ä;800.724,00 Ä;Random;Ja
2011;Forever;Maggie Stiefvater;eng;Intermediate;3,91;85.034;Young Adult / Fantasy;827,86 Ä;496.716,00 Ä;Random;Nein
1996;The Beach;Alex Garland;eng;Intermediate;3,91;52.333;Literary Fiction / Drama;589,36 Ä;353.616,00 Ä;Penguin;Ja
2010;Saving CeeCee Honeycutt;Beth Hoffman, Jenna Lamia;eng;Intermediate;3,92;54.341;Romance / Contemporary;316,94 Ä;0,00 Ä;Hachette;Nein
2012;Deadlocked;Charlaine Harris;eng;Intermediate;3,65;65.932;Literary Fiction;1.058,94 Ä;635.364,00 Ä;Amazon Digital Services,  Inc,;Nein
2002;Everything's Eventual: 14 Dark Tales;Stephen King;eng;Intermediate;3,94;60.932;horror / Short Stories;316.940,00 Ä;190.164,00 Ä;Amazon Digital Services,  Inc,;Nein
1955;Beezus and Ramona;Beverly Cleary;en;Intermediate;3,97;75.987;Childrenís Literature;740.940,00 Ä;444.564,00 Ä;Amazon Digital Services,  Inc,;Ja
1972;The Farthest Shore;Ursula K, Le Guin;en;Excellent;4,11;65.626;Fantasy / Science Fiction;210.940,00 Ä;0,00 Ä;Random;Nein
1996;Airframe;Michael Crichton;eng;Intermediate;3,66;59.229;Thriller / Medical;104.940,00 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1982;Magician;Raymond E, Feist;en-US;Excellent;4,17;62.432;Fantasy;815.140,00 Ä;489.084,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;Bet Me;Jennifer Crusie;eng;Intermediate;3,95;70.737;Romance / Contemporary;846.940,00 Ä;508.164,00 Ä;Random;Nein
1994;Long Walk to Freedom: The Autobiography of Nelson Mandela;Nelson Mandela;eng;Excellent;4,31;43.927;Autobiography / Memoir;316.940,00 Ä;0,00 Ä;Random;Ja
2014;Gray Mountain;John Grisham;eng;Intermediate;3,52;37.379;Legal Thriller;104.940,00 Ä;62.964,00 Ä;Amazon Digital Services,  Inc,;Nein
1989;The Power of One;Bryce Courtenay;eng;Excellent;4,34;57.312;Historical Fiction;846.940,00 Ä;508.164,00 Ä;Amazon Digital Services,  Inc,;Ja
1930;The Maltese Falcon;Dashiell Hammett;eng;Intermediate;3,92;58.742;Mystery / Detective;846.940,00 Ä;508.164,00 Ä;Random;Ja
2011;Night Road;Kristin Hannah;en-US;Excellent;4,17;58.028;Contemporary Fiction;104.940,00 Ä;62.964,00 Ä;Hachette;Nein
1999;Tripwire;Lee Child;eng;Excellent;4,07;55.251;Thriller / Suspense;316.940,00 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1853;The House of Mirth;Edith Wharton;en;Famous;3,4;103.285;Klassiker;5.000.000,00 Ä;1.200.000,00 Ä;Amazon Digital Services,  Inc,;Ja
1859;A Canticle for Leibowitz;Walter M, Miller Jr;en;Intermediate;3,9;116.373;Sci-Fi;2.000.000,00 Ä;800.000,00 Ä;Scribner;Nein
1850;The Maltese Falcon;Dashiell Hammett;en;Famous;3,9;112.901;Triller;3.500.000,00 Ä;1.100.000,00 Ä;Doubleday;Ja
2013;Twelve Years a Slave;Solomon Northup;en;Famous;4,2;112.905;Memoir/Biography;7.000.000,00 Ä;3.500.000,00 Ä;Knopf;Ja
2009;In the Heart of the Sea;Nathaniel Philbrick;en;Intermediate;4,1;115.587;History;6.000.000,00 Ä;2.900.000,00 Ä;Houghton Mifflin;Ja
2016;Brooklyn;Colm TÛibÌn;en;Famous;3,74;149.982;Roman;4.000.000,00 Ä;1.500.000,00 Ä;Viking;Ja
2016;The Underground Railroad;Colson Whitehead;en;Famous;4,1;431.900;Historical;5.500.000,00 Ä;2.700.000,00 Ä;Scribner;Ja
2017;It Ends with Us;Colleen Hoover;en;Famous;4,1;4.370.470;Romance;6.000.000,00 Ä;3.000.000,00 Ä;Doubleday;Nein
2018;Becoming;Michelle Obama;en;Famous;4,4;220.000;Memoir;10.000.000,00 Ä;4.500.000,00 Ä;Atria Books;Ja
2018;Circe;Madeline Miller;en;Famous;4,2;1.266.355;Fantasy;4.000.000,00 Ä;1.800.000,00 Ä;Crown;Nein
2020;A Promised Land;Barack Obama;en;Famous;4,3;1.156.605;Memoir;8.000.000,00 Ä;3.600.000,00 Ä;Little, Brown;Ja
2020;The Night Circus;Erin Morgenstern;en;Novice;4;1.064.943;Fantasy;3.800.000,00 Ä;1.600.000,00 Ä;Crown;Nein
2021;The Four Winds;Kristin Hannah;en;Famous;4,3;890.474;Historical;4.500.000,00 Ä;2.000.000,00 Ä;Doubleday;Nein
2022;Tomorrow, and Tomorrow, and Tomorrow;Gabrielle Zevin;en;Intermediate;4,1;1.238.042;Fiction;2.000.000,00 Ä;900.000,00 Ä;St, Martin's Press;Nein
2023;Spare;Prince Harry;en;Famous;3,8;413.924;Memoir;3.000.000,00 Ä;1.200.000,00 Ä;Knopf;Ja
2024;Lessons in Chemistry;Bonnie Garmus;en;Novice;4,24;25.000;Fiction;1.800.000,00 Ä;800.000,00 Ä;Penguin;Nein
2015;The Girl on the Train;Paula Hawkins;en;Famous;4,5;350.000;Thriller;20.000.000,00 Ä;8.000.000,00 Ä;Doubleday;Ja
2016;La VÈritÈ sur l'Affaire Harry Quebert;JoÎl Dicker;fr;Intermediate;4,2;214.000;Mystery;3.000.000,00 Ä;1.200.000,00 Ä;Riverhead Books;Ja
2017;Der Insasse;Sebastian Fitzek;de;Famous;4,2;25.397;Thriller;4.000.000,00 Ä;1.500.000,00 Ä;…ditions de Fallois;Nein
1987;Norwegian Wood;Haruki Murakami;en;Famous;4;692.000;Fiction;5.000.000,00 Ä;2.000.000,00 Ä;Droemer Knaur;Ja
2019;Pachinko;Min Jin Lee;en;Intermediate;4,3;300.000;Historical;3.500.000,00 Ä;1.400.000,00 Ä;Kodansha;Ja
2011;La sombra del viento;Carlos Ruiz ZafÛn;es;Famous;4,6;2.880;Mystery;6.000.000,00 Ä;2.700.000,00 Ä;Grand Central Pub;Ja
2021;The Henna Artist;Alka Joshi;en;Intermediate;4,2;202.000;Historical;2.100.000,00 Ä;900.000,00 Ä;Planeta;Nein
2022;Klara und die Sonne;Kazuo Ishiguro;de;Famous;4,6;405.407;Sci-Fi;1.500.000,00 Ä;700.000,00 Ä;Atria Books;Nein
2023;Die Spiegelreisende;Christelle Dabos;fr;Intermediate;4,1;315.000;Fantasy;1.200.000,00 Ä;600.000,00 Ä;S, Fischer Verlag;Nein
2024;Llamas de fuego;Javier Castillo;es;Intermediate;3,53;19.100;Thriller;900.000,00 Ä;400.000,00 Ä;Gallimard;Nein
2016;Zuleikha Opens Her Eyes;Guzel Yakhina;ru;Novice;4,4;17.515;Historical;2.500.000,00 Ä;1.200.000,00 Ä;Planeta;Ja
2017;El dÌa que se perdiÛ el amor;Javier Castillo;es;Intermediate;3,5;19.100;Thriller;2.800.000,00 Ä;1.100.000,00 Ä;AST (Russia);Nein
2018;Boy Swallows Universe;Trent Dalton;en-AU;Intermediate;4,34;94.100;Fiction;3.500.000,00 Ä;1.600.000,00 Ä;Suma (Planeta);Ja
2019;La cara norte del corazÛn;Dolores Redondo;es;Intermediate;4,1;10.700;Crime;1.800.000,00 Ä;14.700.000,00 Ä;HarperCollins Australia;ja
2014;Big Little Lies;Liane Moriarty;en;Famous;4,3;10.855.379;Drama/Mystery;10.000.000,00 Ä;4.000.000,00 Ä;La cara norte del corazÛn;Ja
2016;Truly Madly Guilty;Liane Moriarty;en;Famous;4,5;2.946;Drama/Thriller;3.000.000,00 Ä;1.200.000,00 Ä;Penguin;Ja
2013;The Husband's Secret;Liane Moriarty;en;Famous;4;711.542;Thriller;4.000.000,00 Ä;1.500.000,00 Ä;Flatiron Books;Ja
2018;Nine Perfect Strangers;Liane Moriarty;en;Famous;3,6;466.689;Drama/Mystery;3.000.000,00 Ä;1.200.000,00 Ä;Berkley;Ja
2021;Apples Never Fall;Liane Moriarty;en;Famous;3,8;425.274;Thriller/Drama;2.500.000,00 Ä;1.000.000,00 Ä;Flatiron Books;Ja
2011;The Hypnotist's Love Story;Liane Moriarty;en;Famous;3,7;157.659;Romance/Thriller;1.500.000,00 Ä;600.000,00 Ä;Flatiron Books;Ja
2009;What Alice Forgot;Liane Moriarty;en;Famous;4,1;502.074;Fiction/Drama;3.000.000,00 Ä;1.200.000,00 Ä;Pan Macmillan;Ja
2015;Soumission;Michel Houellebecq;fr;Famous;3,65;49.793;Politischer Roman;17.600.000,00 Ä;7.500.000,00 Ä;Crown Publishing Group;Nein
2017;L'Art de perdre;Alice Zeniter;fr;Intermediate;4,37;8.452;Historischer Roman;10.500.000,00 Ä;5.450.000,00 Ä;Flammarion;Nein
2023;Veiller sur elle;Baptiste Andrea;fr;Novice;4,29;8.683;Familiendrama;700.000,00 Ä;10.000.000,00 Ä;LíArt de perdre in Frankreich;Ja
2021;Le pays des autres;LeÔla Slimani;fr;Famous;3,8;16.807;Historischer Roman;3.600.000,00 Ä;3.000.000,00 Ä;L'Iconoclaste;Nein
1997;Harry Potter and the Philosopherís Stone;J,K, Rowling;en;Famous;4,5;11.024.224;Fantasy;1.500.000,00 Ä;1.000.000.000,00 Ä;Gallimard;Ja
1998;Harry Potter and the Chamber of Secrets;J,K, Rowling;en;Famous;4,4;4.300.000;Fantasy;700.000.000,00 Ä;1.000.000.000,00 Ä;Bloomsbury/Scholastic;Ja
1999;Harry Potter and the Prisoner of Azkaban;J,K, Rowling;en;Famous;4,58;4.658.341;Fantasy;750.000.000,00 Ä;1.000.000.000,00 Ä;Bloomsbury/Scholastic;Ja
2000;Harry Potter and the Goblet of Fire;J,K, Rowling;en;Famous;4,6;3.551.966;Fantasy;800.000.000,00 Ä;1.000.000.000,00 Ä;Bloomsbury/Scholastic;Ja
2003;Harry Potter and the Order of the Phoenix;J,K, Rowling;en;Famous;4,5;3.678.358;Fantasy;750.000.000,00 Ä;1.000.000.000,00 Ä;Bloomsbury/Scholastic;Ja
2005;Harry Potter and the Half?Blood Prince;J,K, Rowling;en;Famous;4,6;3.551.966;Fantasy;750.000.000,00 Ä;1.000.000.000,00 Ä;Bloomsbury/Scholastic;Ja
2007;Harry Potter and the Deathly Hallows;J,K, Rowling;en;Famous;4,6;3.997.834;Fantasy;800.000.000,00 Ä;1.000.000.000,00 Ä;Bloomsbury/Scholastic;Ja
2012;Fifty Shades of Grey;E,?L, James;en;Famous;3,7;2.803.609;Erotikroman;720.000.000,00 Ä;300.000.000,00 Ä;Bloomsbury/Scholastic;Ja
2006;Twilight;Stephenie Meyer;en;Famous;3,66;7.104.886;Fantasy/Romance;1.900.000.000,00 Ä;2.960.000.000,00 Ä;Vintage Books;Ja
2003;The Da Vinci Code;Dan Brown;en;Famous;3,8;2.470.069;Thriller;1.200.000.000,00 Ä;8.000.000,00 Ä;Hachette;Ja
2008;The Hunger Games;Suzanne Collins;en;Famous;4,35;9.553.978;Young Adult;1.200.000.000,00 Ä;3.300.000.000,00 Ä;Penguin;Ja
2009;The Lost Symbol;Dan Brown;en;Famous;3,8;638.760;Thriller;100.000.000,00 Ä;300.000.000,00 Ä;Scholastic Corporation;Nein
2009;The Help;Kathryn Stockett;en;Famous;4,5;2.954.711;Drama;160.000.000,00 Ä;70.000.000,00 Ä;Penguin;Ja
2010;The Girl Who Kicked the Hornetís Nest;Stieg Larsson;en;Famous;4,2;764.536;Crime;400.000.000,00 Ä;24.000.000,00 Ä;Penguin;Ja
2007;A Thousand Splendid Suns;Khaled Hosseini;sv;Famous;4,5;1.674.643;Historisch;450.000.000,00 Ä;10.000.000,00 Ä;Alfred A. Knopf;Nein
2003;The Time Travelerís Wife4;Audrey Niffenegger;en;Famous;4;1.841.165;Romanze/Sci?Fi;110.000.000,00 Ä;200.000.000,00 Ä;Riverhead Books;Ja
2012;Gone Girl;Gillian Flynn;en;Famous;4,1;3.347.931;Thriller;280.000.000,00 Ä;70.000.000,00 Ä;Crown Publishing;Ja
2004;The Power of Now20;Eckhart Tolle;en;Intermediate;4,2;352.000;Nonfiction;150.000.000,00 Ä;2.000.000,00 Ä;Random House;Nein
2006;Oh, the Places Youíll Go!;Dr,Seuss;en;Intermediate;4,4;434.032;Children;100.000.000,00 Ä;150.000.000,00 Ä;New World Library;Nein
2008;The Shack;William P, Young;en;Intermediate;3,9;681.610;Religion/Drama;240.000.000,00 Ä;144.000.000,00 Ä;Random House;Ja
2010;The Girl with the Dragon Tattoo;Stieg Larsson;sv;Famous;4,2;3.370.446;Triller;450.000.000,00 Ä;300.000.000,00 Ä;Windblown Media;Ja
2012;Er ist wieder da;Timur Vermes;de;Intermediate;3,4;40.194;Politics;28.000.000,00 Ä;20.000.000,00 Ä;Alfred A. Knopf;Ja
2011;Der Fall Collini;Ferdinand von Schirach;de;Intermediate;4,1;15.917;Nonfiction;14.400.000,00 Ä;6.000.000,00 Ä;Eichborn/Bastei;Ja
2012;Tante Inge haut ab;Dora Heldt;de;Intermediate;3,5;540;Romance;10.000.000,00 Ä;6.000.000,00 Ä;btb Verlag;Ja
2017;Tyll;Daniel Kehlmann;de;Intermediate;3,9;14.497;Historical Fiction;14.000.000,00 Ä;8.000.000,00 Ä;dtv;Ja
2020;Der Heimweg;Sebastian Fitzek;de;Intermediate;4,1;21.212;Psychothriller;9.600.000,00 Ä;6.500.000,00 Ä;Rowohlt;Ja
2016;Helix ñ Sie werden uns ersetzen;Marc Elsberg;de;Intermediate;3,8;3.542;Tech-Thriller;7.000.000,00 Ä;4.160.000,00 Ä;Droemer Knaur;Ja
